Vaccine/Exemption,Dose,Geography Type,Geography,School Year,Estimate (%),Population Size,Percent Surveyed,Survey Type
Polio,,States,Ohio,2019-20,92.7,139103,98.8,Census
Polio,,States,Oklahoma,2019-20,94.1,55348,85.6,Voluntary response
Polio,,States,Oregon,2019-20,92.8,45959,100,Census
Polio,,States,Pennsylvania,2019-20,96.5,140197,98.8,Census
Polio,,National,United States,2019-20,95,,,NaN
Polio,,States,Rhode Island,2019-20,97.5,11219,98.5,Census
Polio,,States,South Carolina,2019-20,95.4,65938,27.5,Stratified 1-stage cluster sample
Polio,,States,South Dakota,2019-20,96,12367,99.8,Census
Polio,,States,Tennessee,2019-20,96.5,80595,100,Census
Polio,,States,Texas,2019-20,96.8,398680,99.6,Census
Polio,,National,U.S. Median,2019-20,94.4,,,NaN
Polio,,States,Utah,2019-20,92.5,49208,100,Census
Polio,,States,Vermont,2019-20,94.1,6293,100,Census
Polio,,States,Virginia,2019-20,92.7,99399,1.2,Stratified 2-stage cluster sample
Polio,,States,Washington,2019-20,92.8,87757,91.9,Census
Polio,,States,West Virginia,2019-20,99,17114,49.6,Voluntary response
Polio,,States,Wisconsin,2019-20,93.7,67391,2.6,Stratified 2-stage cluster sample
Polio,,States,Wyoming,2019-20,94.7,7913,100,Census
Polio,,States,Alabama,2020-21,94.7,56974,100,Census
Polio,,States,Arizona,2020-21,92.3,76382,92.4,Census (public). voluntary response (private)
Polio,,States,Arkansas,2020-21,92.7,37540,95.6,Census (public). voluntary response (private)
Polio,,States,California,2020-21,95.2,498214,97.5,Census
Polio,,States,Colorado,2020-21,89.8,63619,97.3,Census
Polio,,States,Connecticut,2020-21,95.2,34396,100,Census
Polio,,States,Delaware,2020-21,95.9,10587,9.2,Stratified 2-stage cluster sample
Polio,,States,District of Columbia,2020-21,80.4,8262,100,Census
Polio,,States,Florida,2020-21,93.3,207026,100,Census
Polio,,States,Georgia,2020-21,88.5,83191,100,Census
Polio,,States,Hawaii,2020-21,89.7,13074,9.3,Stratified 2-stage cluster sample
Polio,,States,Idaho,2020-21,86.6,22677,98.3,Census
Polio,,States,Illinois,2020-21,,,,Not Conducted
Polio,,States,Indiana,2020-21,89.9,78694,71.4,Voluntary response
Polio,,States,Iowa,2020-21,93.4,39141,100,Census
Polio,,States,Kansas,2020-21,92.4,34687,32.7,Stratified 2-stage cluster sample
Polio,,States,Kentucky,2020-21,90.1,59233,86.4,Census (public). voluntary response (private)
Polio,,States,Louisiana,2020-21,98.6,61912,100,Census
Polio,,States,Maine,2020-21,94.2,13477,85,Voluntary response (public). census (private)
Polio,,States,Maryland,2020-21,90.1,65764,75.6,Voluntary response
Polio,,States,Massachusetts,2020-21,95.6,60724,100,Census
Polio,,States,Michigan,2020-21,95.9,106657,100,Census
Polio,,States,Minnesota,2020-21,89.7,66007,95.2,Census
Polio,,States,Mississippi,2020-21,98.9,34028,100,Census
Polio,,States,Missouri,2020-21,92.9,63093,100,Census
Polio,,States,Montana,2020-21,92.9,11279,100,Census
Polio,,States,Nebraska,2020-21,97,25681,94.8,Census (public). voluntary response (private)
Polio,,States,Nevada,2020-21,96.1,34171,94.7,Census (public). voluntary response (private)
Polio,,States,New Hampshire,2020-21,90.8,10242,57,Voluntary response
Polio,,States,New Jersey,2020-21,94.3,100144,100,Census
Polio,,States,New Mexico,2020-21,95.7,20589,100,Census
Polio,,States,New York,2020-21,97.9,216804,91.5,Census (public). voluntary response (private)
Polio,,States,NY-City of New York,2020-21,96.8,91920,94.2,Census (public). voluntary response (private)
Polio,,States,North Carolina,2020-21,95.2,120995,89,Census (public). voluntary response (private)
Polio,,States,North Dakota,2020-21,93.2,10116,99.1,Census
Polio,,States,Ohio,2020-21,89.4,128535,91.1,Census (public). voluntary response (private)
Polio,,States,Oklahoma,2020-21,91.3,52656,90,Census (public). voluntary response (private)
Polio,,States,Oregon,2020-21,92,39568,100,Census
Polio,,States,Pennsylvania,2020-21,95.4,129307,95,Census (public). voluntary response (private)
Polio,,National,United States,2020-21,93.9,3510744,90.8,
Polio,,States,Rhode Island,2020-21,96.9,10402,93,Census
Polio,,States,South Carolina,2020-21,95.3,56330,26.5,Stratified 1-stage cluster sample
Polio,,States,South Dakota,2020-21,94.5,11512,99.9,Census
Polio,,States,Tennessee,2020-21,96.5,73819,100,Census
Polio,,States,Texas,2020-21,95.2,377840,98.9,Census
Polio,,States,TX-City of Houston,2020-21,83.4,39627,94.9,Census (public). voluntary response (private)
Polio,,National,U.S. Median,2020-21,93.4,3510744,90,
Polio,,States,Utah,2020-21,91.3,46247,100,Census
Polio,,States,Vermont,2020-21,93.7,5535,100,Census
Polio,,States,Virginia,2020-21,94.1,88273,2,Stratified 2-stage cluster sample
Polio,,States,Washington,2020-21,93.4,74931,100,Census
Polio,,States,West Virginia,2020-21,,,,Not Conducted
Polio,,States,Wisconsin,2020-21,87.2,63486,84.5,Voluntary response
Polio,,States,Wyoming,2020-21,90.2,6923,100,Census
Polio,,States,Alabama,2021-22,94.9,60332,100,Census
Polio,,States,Alaska,2021-22,77.1,9790,76.2,"Vol. response (pub.), not conducted (pvt.)"
Polio,,States,Arizona,2021-22,90.9,83463,97,Census
Polio,,States,Arkansas,2021-22,91.4,39358,96.3,"Census (pub.), vol. response (pvt.)"
Polio,,States,California,2021-22,96.2,512144,98.4,Census
Polio,,States,Colorado,2021-22,88.8,66900,97.5,Census
Polio,,States,Connecticut,2021-22,96,35451,100,Census
Polio,,States,Delaware,2021-22,97.1,11181,9.5,Stratified 2-stage cluster sample
Polio,,States,District of Columbia,2021-22,84.7,8959,100,Census
Polio,,States,Florida,2021-22,91.7,229432,97.8,Census
Polio,,States,Georgia,2021-22,83.2,118742,100,Census
Polio,,States,Hawaii,2021-22,93.2,13368,6.7,Stratified 2-stage cluster sample
Polio,,States,Idaho,2021-22,84,23854,99.6,Census
Polio,,States,Illinois,2021-22,91.9,137699,100,Census
Polio,,States,Indiana,2021-22,89.3,83198,75.1,Vol. response
Polio,,States,Iowa,2021-22,90.6,40111,100,Census
Polio,,States,Kansas,2021-22,92.2,36526,29.5,Stratified 1-stage cluster sample
Polio,,States,Kentucky,2021-22,87.8,59233,91.5,Census
Polio,,States,Louisiana,2021-22,97.6,66518,100,Census
Polio,,States,Maine,2021-22,96.5,12881,91.6,Census
Polio,,States,Maryland,2021-22,94.8,53866,98.4,Census
Polio,,States,Massachusetts,2021-22,96,65582,100,Census
Polio,,States,Michigan,2021-22,94.8,114251,100,Census
Polio,,States,Minnesota,2021-22,89.3,69403,98.7,Census
Polio,,States,Mississippi,2021-22,98.6,36524,100,Census
Polio,,States,Missouri,2021-22,91.9,71034,100,Census
Polio,,States,Nebraska,2021-22,97.6,25018,99.5,Census
Polio,,States,Nevada,2021-22,92.2,36855,99.2,"Census (pub.), vol. response (pvt.)"
Polio,,States,New Hampshire,2021-22,88.7,12157,100,Census
Polio,,States,New Jersey,2021-22,94.1,104240,100,Census
Polio,,States,New Mexico,2021-22,94.3,20736,100,Census
Polio,,States,New York,2021-22,97.4,195377,99.3,Census
Polio,,States,NY-City of New York,2021-22,96.4,82938,99.8,Census
Polio,,States,North Carolina,2021-22,96.1,118191,78.5,Vol. response
Polio,,States,North Dakota,2021-22,91.7,10755,96.6,Census
Polio,,States,Ohio,2021-22,88.9,139077,91.9,"Census (pub.), vol. response (pvt.)"
Polio,,States,Oklahoma,2021-22,91.9,54042,84.3,Vol. response
Polio,,States,Oregon,2021-22,92.3,41538,100,Census
Polio,,States,Pennsylvania,2021-22,95.1,139558,94.9,"Census (pub.), vol. response (pvt.)"
Polio,,National,United States,2021-22,93.1,3835130,92.2,
Polio,,States,Rhode Island,2021-22,97.1,11002,96.9,Census
Polio,,States,South Carolina,2021-22,91.9,58276,27.2,1-stage cluster sample
Polio,,States,South Dakota,2021-22,93.6,12251,100,Census
Polio,,States,Tennessee,2021-22,95.4,79120,100,Census
Polio,,States,Texas,2021-22,94,389037,99.3,Census
Polio,,States,TX-City of Houston,2021-22,88.3,40123,99.3,Census
Polio,,National,U.S. Median,2021-22,92.7,3835130,92.2,
Polio,,States,Utah,2021-22,90,48995,100,Census
Polio,,States,Vermont,2021-22,93.1,6126,100,Census
Polio,,States,Virginia,2021-22,94.7,95996,2.8,Stratified 2-stage cluster sample
Polio,,States,Washington,2021-22,91.9,87256,97.3,"Census (pub.), vol. response (pvt.)"
Polio,,States,West Virginia,2021-22,96.6,18070,85.5,Vol. response
Polio,,States,Wisconsin,2021-22,82.6,64275,96.8,"Census (pub.), vol. response (pvt.)"
Polio,,States,Wyoming,2021-22,93.8,7382,100,Census
,,States,Alabama,2009-10,0.1,75358,,Census
,,States,Alaska,2009-10,1.7,9641,,Voluntary response
,,States,Arizona,2009-10,0.2,89287,,Census
,,States,Arkansas,2009-10,0.1,34733,,Census
,,States,California,2009-10,0.2,507191,,Census
,,States,Colorado,2009-10,NA,,,Not conducted
,,States,Connecticut,2009-10,0.2,46158,,Census
,,States,Delaware,2009-10,0.2,11327,,Random sample
,,States,District of Columbia,2009-10,0.8,6092,,Census
,,States,Florida,2009-10,0.3,218630,,Census
,,States,Georgia,2009-10,0.1,141949,,Random sample
,,States,Hawaii,2009-10,0.1,18427,,Random sample
,,States,Idaho,2009-10,0.3,22624,,Census
,,States,Illinois,2009-10,NA,165845,,Census
,,States,Indiana,2009-10,0.3,84390,,Census
,,States,Iowa,2009-10,0.5,42698,,Census
,,States,Kansas,2009-10,0.2,39073,,Census
,,States,Kentucky,2009-10,0.3,56526,,Census
,,States,Louisiana,2009-10,0.3,53846,,Census
,,States,Maine,2009-10,0.3,14162,,Voluntary response
,,States,Maryland,2009-10,0.3,75061,,Voluntary response
,,States,Massachusetts,2009-10,0.4,74476,,Census
,,States,Michigan,2009-10,0.7,129810,,Census
,,States,Minnesota,2009-10,NA,70653,,Not conducted
,,States,Mississippi,2009-10,0.1,46922,,Census
,,States,Missouri,2009-10,NA,75958,,Random sample
,,States,Montana,2009-10,1,12335,,Census
,,States,Nebraska,2009-10,1,29607,,Census
,,States,Nevada,2009-10,1,35209,,Random sample
,,States,New Hampshire,2009-10,NA,,,Not conducted
,,States,New Jersey,2009-10,0.1,118347,,Census
,,States,New Mexico,2009-10,NA,26318,,Random sample
,,States,New York,2009-10,0.1,229273,,Census
,,States,North Carolina,2009-10,0.1,116087,,Census
,,States,North Dakota,2009-10,NA,8323,,Random sample
,,States,Ohio,2009-10,0.2,131137,,Census
,,States,Oklahoma,2009-10,0.2,51128,,Voluntary response
,,States,Oregon,2009-10,0.2,44676,,Census
,,States,Pennsylvania,2009-10,1.2,149656,,Census
,,National,United States,2009-10,0.3,,,NaN
,,States,Rhode Island,2009-10,0.3,11818,,Random sample
,,States,South Carolina,2009-10,0.3,53725,,Random sample
,,States,South Dakota,2009-10,0.3,11499,,Census
,,States,Tennessee,2009-10,NA,90811,,Voluntary response
,,States,Texas,2009-10,NA,381425,,Census
,,National,U.S. Median,2009-10,0.3,,,NaN
,,States,Utah,2009-10,0.2,49957,,Census
,,States,Vermont,2009-10,0.5,6713,,Census
,,States,Virginia,2009-10,0.2,100891,,Random sample
,,States,Washington,2009-10,0.4,81511,,Census
,,States,West Virginia,2009-10,1.3,22730,,Voluntary response
,,States,Wisconsin,2009-10,0.6,61095,,Random sample
,,States,Wyoming,2009-10,NA,,,Not conducted
,,States,Alabama,2010-11,NA,,,NA
,,States,Alaska,2010-11,NA,,,NA
,,States,Arizona,2010-11,NA,,,NA
,,States,Arkansas,2010-11,NA,,,NA
,,States,California,2010-11,NA,,,NA
,,States,Colorado,2010-11,NA,,,NA
,,States,Connecticut,2010-11,NA,,,NA
,,States,Delaware,2010-11,NA,,,NA
,,States,District of Columbia,2010-11,NA,,,NA
,,States,Florida,2010-11,NA,,,NA
,,States,Georgia,2010-11,NA,,,NA
,,States,Hawaii,2010-11,NA,,,NA
,,States,Idaho,2010-11,NA,,,NA
,,States,Illinois,2010-11,NA,,,NA
,,States,Indiana,2010-11,NA,,,NA
,,States,Iowa,2010-11,NA,,,NA
,,States,Kansas,2010-11,NA,,,NA
,,States,Kentucky,2010-11,NA,,,NA
,,States,Louisiana,2010-11,NA,,,NA
,,States,Maine,2010-11,NA,,,NA
,,States,Maryland,2010-11,NA,,,NA
,,States,Massachusetts,2010-11,NA,,,NA
,,States,Michigan,2010-11,NA,,,NA
,,States,Minnesota,2010-11,NA,,,NA
,,States,Mississippi,2010-11,NA,,,NA
,,States,Missouri,2010-11,NA,,,NA
,,States,Montana,2010-11,NA,,,NA
,,States,Nebraska,2010-11,NA,,,NA
,,States,Nevada,2010-11,NA,,,NA
,,States,New Hampshire,2010-11,NA,,,NA
,,States,New Jersey,2010-11,NA,,,NA
,,States,New Mexico,2010-11,NA,,,NA
,,States,New York,2010-11,NA,,,NA
,,States,North Carolina,2010-11,NA,,,NA
,,States,North Dakota,2010-11,NA,,,NA
,,States,Ohio,2010-11,NA,,,NA
,,States,Oklahoma,2010-11,NA,,,NA
,,States,Oregon,2010-11,NA,,,NA
,,States,Pennsylvania,2010-11,NA,,,NA
,,States,Rhode Island,2010-11,NA,,,NA
,,States,South Carolina,2010-11,NA,,,NA
,,States,South Dakota,2010-11,NA,,,NA
,,States,Tennessee,2010-11,NA,,,NA
,,States,Texas,2010-11,NA,,,NA
,,National,U.S. Median,2010-11,NA,,,NaN
,,States,Utah,2010-11,NA,,,NA
,,States,Vermont,2010-11,NA,,,NA
,,States,Virginia,2010-11,NA,,,NA
,,States,Washington,2010-11,NA,,,NA
,,States,West Virginia,2010-11,NA,,,NA
,,States,Wisconsin,2010-11,NA,,,NA
,,States,Wyoming,2010-11,NA,,,NA
,,States,Alabama,2011-12,0.1,73190,,Census
,,States,Alaska,2011-12,1.3,10286,,Non-random Cluster Sample
,,States,Arizona,2011-12,0.3,88293,,Census
,,States,Arkansas,2011-12,0.1,38754,,Census
,,States,California,2011-12,0.2,542544,,Census
,,States,Colorado,2011-12,NA,70142,,Simple Random Sample
,,States,Connecticut,2011-12,0.3,45695,,Census
,,States,Delaware,2011-12,0.2,11327,,2-stage Cluster Sample
,,States,District of Columbia,2011-12,1.3,6854,,Census
,,States,Florida,2011-12,0.3,225532,,Census
,,States,Georgia,2011-12,0.1,143065,,2-stage Cluster Sample
,,States,Hawaii,2011-12,0.1,19443,,2-stage Cluster Sample
,,States,Idaho,2011-12,0.3,22762,,Census
,,States,Illinois,2011-12,1.1,163311,,Census
,,States,Indiana,2011-12,0.2,83416,,Voluntary Response
,,States,Iowa,2011-12,0.5,40978,,Census
,,States,Kansas,2011-12,0.3,38402,,Census
,,States,Kentucky,2011-12,0.2,58185,,Census
,,States,Louisiana,2011-12,0.2,69013,,Census
,,States,Maine,2011-12,0.4,13829,,Census
,,States,Maryland,2011-12,0.3,72957,,Voluntary Response
,,States,Massachusetts,2011-12,0.4,79551,,Census
,,States,Michigan,2011-12,0.6,124962,,Census
,,States,Minnesota,2011-12,0.1,71213,,Census
,,States,Mississippi,2011-12,0.1,44912,,Census
,,States,Missouri,2011-12,0.6,75240,,2-stage Cluster Sample
,,States,Montana,2011-12,0.4,12128,,Census
,,States,Nebraska,2011-12,0.5,26715,,Census
,,States,Nevada,2011-12,0.2,36557,,2-stage Cluster Sample
,,States,New Hampshire,2011-12,0.3,13022,,Census
,,States,New Jersey,2011-12,0.2,118669,,Census
,,States,New Mexico,2011-12,0.1,29159,,2-stage Cluster Sample
,,States,New York,2011-12,0.1,236016,,Census
,,States,North Carolina,2011-12,0.2,128854,,Census
,,States,North Dakota,2011-12,0.1,8412,,Convenient 
,,States,Ohio,2011-12,0.2,146144,,Convenient 
,,States,Oklahoma,2011-12,0.2,52987,,Census
,,States,Oregon,2011-12,0.2,45855,,Census
,,States,Pennsylvania,2011-12,0.4,148042,,Census
,,National,United States,2011-12,0.2,,,NaN
,,States,Rhode Island,2011-12,0.3,12552,,2-stage Cluster Sample
,,States,South Carolina,2011-12,0.1,59307,,1-stage Cluster Sample
,,States,South Dakota,2011-12,0.2,12127,,Census
,,States,Tennessee,2011-12,0.2,83950,,Census
,,States,Texas,2011-12,0.5,388178,,Census
,,National,U.S. Median,2011-12,0.2,,,NaN
,,States,Utah,2011-12,0.1,53800,,Census
,,States,Vermont,2011-12,0.3,6548,,Census
,,States,Virginia,2011-12,0.3,101121,,2-stage Cluster Sample
,,States,Washington,2011-12,0.5,85134,,Voluntary Response
,,States,West Virginia,2011-12,0.2,22449,,Convenient 
,,States,Wisconsin,2011-12,0.4,70672,,2-stage Cluster Sample
,,States,Wyoming,2011-12,NA,,,Not conducted
,,States,Alabama,2012-13,0.1,72929,,Census
,,States,Alaska,2012-13,1.6,10319,,Census
,,States,Arizona,2012-13,0.3,90054,,Census
,,States,Arkansas,2012-13,0.1,43212,,Census
,,States,California,2012-13,0.2,535523,,Census
,,States,Colorado,2012-13,0.3,70657,,Simple Random Sample
,,States,Connecticut,2012-13,0.3,41604,,Census
,,States,Delaware,2012-13,0.2,11997,,2-stage Cluster Sample
,,States,District of Columbia,2012-13,1.3,7842,,Census
,,States,Florida,2012-13,0.4,234628,,Census
,,States,Georgia,2012-13,0.1,142732,,2-stage Cluster Sample
,,States,Hawaii,2012-13,0.3,20104,,2-stage Cluster Sample
,,States,Idaho,2012-13,0.4,23888,,Census
,,States,Illinois,2012-13,1.2,166884,,Census
,,States,Indiana,2012-13,0.4,86983,,Voluntary Response
,,States,Iowa,2012-13,0.5,41701,,Census
,,States,Kansas,2012-13,0.3,40738,,Census
,,States,Kentucky,2012-13,0.2,58466,,Census
,,States,Louisiana,2012-13,0.2,68874,,Census
,,States,Maine,2012-13,0.4,14313,,Census
,,States,Maryland,2012-13,0.3,75007,,Voluntary Response
,,States,Massachusetts,2012-13,0.5,79661,,Census
,,States,Michigan,2012-13,0.6,124662,,Census
,,States,Minnesota,2012-13,0,73310,,Census
,,States,Mississippi,2012-13,0.1,46595,,Census
,,States,Missouri,2012-13,0.3,78416,,2-stage Cluster Sample
,,States,Montana,2012-13,0.4,12516,,Census
,,States,Nebraska,2012-13,0.6,24999,,Census
,,States,Nevada,2012-13,0.7,36070,,2-stage Cluster Sample
,,States,New Hampshire,2012-13,0.2,12943,,Census
,,States,New Jersey,2012-13,0.2,122516,,Census
,,States,New Mexico,2012-13,0.2,29279,,2-stage Cluster Sample
,,States,New York,2012-13,0.1,239484,,Census
,,States,North Carolina,2012-13,0.1,130612,,Census
,,States,North Dakota,2012-13,0.1,9503,,2-stage Cluster Sample
,,States,Ohio,2012-13,0.4,163687,,Census
,,States,Oklahoma,2012-13,0.1,56943,,Census
,,States,Oregon,2012-13,0.2,47102,,Census
,,States,Pennsylvania,2012-13,0.4,151364,,Census
,,National,United States,2012-13,0.3,,,NaN
,,States,Rhode Island,2012-13,0.4,12552,,Voluntary Response
,,States,South Carolina,2012-13,NA,61799,,Not conducted
,,States,South Dakota,2012-13,0.3,12468,,Census
,,States,Tennessee,2012-13,0.2,85801,,Census
,,States,Texas,2012-13,NA,414688,,Census
,,National,U.S. Median,2012-13,0.3,,,NaN
,,States,Utah,2012-13,0.2,54605,,Census
,,States,Vermont,2012-13,0.4,6792,,Census
,,States,Virginia,2012-13,0.1,104826,,2-stage Cluster Sample
,,States,Washington,2012-13,1.2,87773,,Census
,,States,West Virginia,2012-13,1.2,22588,,Voluntary Response
,,States,Wisconsin,2012-13,0.5,72416,,2-stage Cluster Sample
,,States,Wyoming,2012-13,0.3,8133,,Census
,,States,Alabama,2013-14,0.1,76927,,Census
,,States,Alaska,2013-14,1.2,10222,,Census
,,States,Arizona,2013-14,0.2,89606,,Census
,,States,Arkansas,2013-14,0.1,42649,,Census
,,States,California,2013-14,0.2,548606,,Census
,,States,Colorado,2013-14,0.1,69904,,Random Sample
,,States,Connecticut,2013-14,0.3,40978,,Census
,,States,Delaware,2013-14,0.1,11997,,Stratified  2-stage cluster sample
,,States,District of Columbia,2013-14,1.1,7856,,Census
,,States,Florida,2013-14,0.3,233797,,Census
,,States,Georgia,2013-14,0.1,143988,,Census
,,States,Hawaii,2013-14,0.1,20056,,Stratified  2-stage cluster sample
,,States,Idaho,2013-14,0.4,23934,,Census
,,States,Illinois,2013-14,0.3,163316,,Census
,,States,Indiana,2013-14,0.4,87193,,Voluntary response
,,States,Iowa,2013-14,0.5,43728,,Census
,,States,Kansas,2013-14,0.8,41107,,Census
,,States,Kentucky,2013-14,0.3,57857,,Census
,,States,Louisiana,2013-14,0.1,63976,,Census
,,States,Maine,2013-14,0.4,15441,,Voluntary response
,,States,Maryland,2013-14,0.3,75659,,Census
,,States,Massachusetts,2013-14,0.4,79894,,Census
,,States,Michigan,2013-14,0.5,120297,,Census
,,States,Minnesota,2013-14,0.1,72087,,Census
,,States,Mississippi,2013-14,0.1,45719,,Census
,,States,Missouri,2013-14,0.2,78140,,Census
,,States,Montana,2013-14,0.3,12855,,Census
,,States,Nebraska,2013-14,0.6,27000,,Census
,,States,Nevada,2013-14,0.1,35782,,Stratified  2-stage cluster sample
,,States,New Hampshire,2013-14,0.4,13240,,Census
,,States,New Jersey,2013-14,0.2,123085,,Census
,,States,New Mexico,2013-14,0.2,30725,,Stratified  2-stage cluster sample
,,States,New York,2013-14,0.1,240318,,Census
,,States,North Carolina,2013-14,0.1,126084,,Census
,,States,North Dakota,2013-14,0.3,9780,,Census (Public); Stratified  2-stage cluster sample(Private)
