Vaccine,Geography Type,Geography,Survey Year/Influenza Season,Dimension Type,Dimension,Estimate (%),Population Size
Seasonal Influenza,States,New Mexico,2011-12,Race/Ethnicity ,Hispanic,73.6,2795
Seasonal Influenza,States,New York,2011-12,Race/Ethnicity ,Hispanic,80.7,13356
Seasonal Influenza,States,North Carolina,2011-12,Race/Ethnicity ,Hispanic,71.8,333
Seasonal Influenza,States,North Dakota,2011-12,Race/Ethnicity ,Hispanic,81.8,11
Seasonal Influenza,States,Ohio,2011-12,Race/Ethnicity ,Hispanic,70.8,849
Seasonal Influenza,States,Oklahoma,2011-12,Race/Ethnicity ,Hispanic,78.3,281
Seasonal Influenza,States,Oregon,2011-12,Race/Ethnicity ,Hispanic,72.8,191
Seasonal Influenza,States,Pennsylvania,2011-12,Race/Ethnicity ,Hispanic,81.6,1453
Seasonal Influenza,HHS Regions/National,United States,2011-12,Race/Ethnicity ,Hispanic,71.9,110654
Seasonal Influenza,HHS Regions/National,Region 1,2011-12,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 2,2011-12,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 3,2011-12,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 4,2011-12,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 5,2011-12,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 6,2011-12,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 7,2011-12,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 8,2011-12,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 9,2011-12,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Rhode Island,2011-12,Race/Ethnicity ,Hispanic,84,219
Seasonal Influenza,States,South Carolina,2011-12,Race/Ethnicity ,Hispanic,74.7,87
Seasonal Influenza,States,South Dakota,2011-12,Race/Ethnicity ,Hispanic,89.5,19
Seasonal Influenza,States,Tennessee,2011-12,Race/Ethnicity ,Hispanic,77.1,118
Seasonal Influenza,States,Texas,2011-12,Race/Ethnicity ,Hispanic,72.6,23480
Seasonal Influenza,HHS Regions/National,Region 10,2011-12,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Utah,2011-12,Race/Ethnicity ,Hispanic,76.4,399
Seasonal Influenza,States,Vermont,2011-12,Race/Ethnicity ,Hispanic,100,13
Seasonal Influenza,States,Virginia,2011-12,Race/Ethnicity ,Hispanic,77.7,391
Seasonal Influenza,States,Washington,2011-12,Race/Ethnicity ,Hispanic,80.7,564
Seasonal Influenza,States,West Virginia,2011-12,Race/Ethnicity ,Hispanic,87.5,24
Seasonal Influenza,States,Wisconsin,2011-12,Race/Ethnicity ,Hispanic,82.4,346
Seasonal Influenza,States,Wyoming,2011-12,Race/Ethnicity ,Hispanic,71.6,109
Seasonal Influenza,States,Alabama,2012-13,Race/Ethnicity ,Hispanic,77.9,77
Seasonal Influenza,States,Alaska,2012-13,Race/Ethnicity ,Hispanic,73.3,15
Seasonal Influenza,States,Arizona,2012-13,Race/Ethnicity ,Hispanic,70,3492
Seasonal Influenza,States,Arkansas,2012-13,Race/Ethnicity ,Hispanic,90.1,71
Seasonal Influenza,States,California,2012-13,Race/Ethnicity ,Hispanic,75.6,31398
Seasonal Influenza,States,Colorado,2012-13,Race/Ethnicity ,Hispanic,80,2451
Seasonal Influenza,States,Connecticut,2012-13,Race/Ethnicity ,Hispanic,77.3,1724
Seasonal Influenza,States,Delaware,2012-13,Race/Ethnicity ,Hispanic,82.9,105
Seasonal Influenza,States,District of Columbia,2012-13,Race/Ethnicity ,Hispanic,84.7,59
Seasonal Influenza,States,Florida,2012-13,Race/Ethnicity ,Hispanic,47.7,14462
Seasonal Influenza,States,Georgia,2012-13,Race/Ethnicity ,Hispanic,76.9,372
Seasonal Influenza,States,Hawaii,2012-13,Race/Ethnicity ,Hispanic,77.4,115
Seasonal Influenza,States,Idaho,2012-13,Race/Ethnicity ,Hispanic,81.3,155
Seasonal Influenza,States,Illinois,2012-13,Race/Ethnicity ,Hispanic,71.6,4036
Seasonal Influenza,States,Indiana,2012-13,Race/Ethnicity ,Hispanic,74,430
Seasonal Influenza,States,Iowa,2012-13,Race/Ethnicity ,Hispanic,86.3,153
Seasonal Influenza,States,Kansas,2012-13,Race/Ethnicity ,Hispanic,83.2,428
Seasonal Influenza,States,Kentucky,2012-13,Race/Ethnicity ,Hispanic,75.8,66
Seasonal Influenza,States,Louisiana,2012-13,Race/Ethnicity ,Hispanic,74.3,249
Seasonal Influenza,States,Maine,2012-13,Race/Ethnicity ,Hispanic,81.8,22
Seasonal Influenza,States,Maryland,2012-13,Race/Ethnicity ,Hispanic,74,465
Seasonal Influenza,States,Massachusetts,2012-13,Race/Ethnicity ,Hispanic,79.3,1814
Seasonal Influenza,States,Michigan,2012-13,Race/Ethnicity ,Hispanic,75.7,612
Seasonal Influenza,States,Minnesota,2012-13,Race/Ethnicity ,Hispanic,86.2,260
Seasonal Influenza,States,Mississippi,2012-13,Race/Ethnicity ,Hispanic,76.7,30
Seasonal Influenza,States,Missouri,2012-13,Race/Ethnicity ,Hispanic,79.9,234
Seasonal Influenza,States,Montana,2012-13,Race/Ethnicity ,Hispanic,79.2,48
Seasonal Influenza,States,Nebraska,2012-13,Race/Ethnicity ,Hispanic,82.7,214
Seasonal Influenza,States,Nevada,2012-13,Race/Ethnicity ,Hispanic,55.9,544
Seasonal Influenza,States,New Hampshire,2012-13,Race/Ethnicity ,Hispanic,92.1,38
Seasonal Influenza,States,New Jersey,2012-13,Race/Ethnicity ,Hispanic,79.2,5214
Seasonal Influenza,States,New Mexico,2012-13,Race/Ethnicity ,Hispanic,73.8,2995
Seasonal Influenza,States,New York,2012-13,Race/Ethnicity ,Hispanic,81.7,13264
Seasonal Influenza,States,North Carolina,2012-13,Race/Ethnicity ,Hispanic,65.5,336
Seasonal Influenza,States,North Dakota,2012-13,Race/Ethnicity ,Hispanic,75,8
Seasonal Influenza,States,Ohio,2012-13,Race/Ethnicity ,Hispanic,73.8,865
Seasonal Influenza,States,Oklahoma,2012-13,Race/Ethnicity ,Hispanic,82.4,312
Seasonal Influenza,States,Oregon,2012-13,Race/Ethnicity ,Hispanic,77.9,208
Seasonal Influenza,States,Pennsylvania,2012-13,Race/Ethnicity ,Hispanic,81.9,1650
Seasonal Influenza,HHS Regions/National,United States,2012-13,Race/Ethnicity ,Hispanic,72,116086
Seasonal Influenza,HHS Regions/National,Region 1,2012-13,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 2,2012-13,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 3,2012-13,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 4,2012-13,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 5,2012-13,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 6,2012-13,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 7,2012-13,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 8,2012-13,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 9,2012-13,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Rhode Island,2012-13,Race/Ethnicity ,Hispanic,79.1,234
Seasonal Influenza,States,South Carolina,2012-13,Race/Ethnicity ,Hispanic,76.4,89
Seasonal Influenza,States,South Dakota,2012-13,Race/Ethnicity ,Hispanic,88.9,18
Seasonal Influenza,States,Tennessee,2012-13,Race/Ethnicity ,Hispanic,80.6,124
Seasonal Influenza,States,Texas,2012-13,Race/Ethnicity ,Hispanic,70.9,24658
Seasonal Influenza,HHS Regions/National,Region 10,2012-13,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Utah,2012-13,Race/Ethnicity ,Hispanic,75.8,414
Seasonal Influenza,States,Vermont,2012-13,Race/Ethnicity ,Hispanic,90,10
Seasonal Influenza,States,Virginia,2012-13,Race/Ethnicity ,Hispanic,78.4,425
Seasonal Influenza,States,Washington,2012-13,Race/Ethnicity ,Hispanic,78.6,631
Seasonal Influenza,States,West Virginia,2012-13,Race/Ethnicity ,Hispanic,65,20
Seasonal Influenza,States,Wisconsin,2012-13,Race/Ethnicity ,Hispanic,81.1,359
Seasonal Influenza,States,Wyoming,2012-13,Race/Ethnicity ,Hispanic,73.5,113
Seasonal Influenza,States,Alabama,2013-14,Race/Ethnicity ,Hispanic,81.2,69
Seasonal Influenza,States,Alaska,2013-14,Race/Ethnicity ,Hispanic,83.3,12
Seasonal Influenza,States,Arizona,2013-14,Race/Ethnicity ,Hispanic,66.2,3608
Seasonal Influenza,States,Arkansas,2013-14,Race/Ethnicity ,Hispanic,85.4,82
Seasonal Influenza,States,California,2013-14,Race/Ethnicity ,Hispanic,75.6,32019
Seasonal Influenza,States,Colorado,2013-14,Race/Ethnicity ,Hispanic,80.3,2433
Seasonal Influenza,States,Connecticut,2013-14,Race/Ethnicity ,Hispanic,79.1,1833
Seasonal Influenza,States,Delaware,2013-14,Race/Ethnicity ,Hispanic,84.3,121
Seasonal Influenza,States,District of Columbia,2013-14,Race/Ethnicity ,Hispanic,66.7,54
Seasonal Influenza,States,Florida,2013-14,Race/Ethnicity ,Hispanic,45.2,14935
Seasonal Influenza,States,Georgia,2013-14,Race/Ethnicity ,Hispanic,69.3,358
Seasonal Influenza,States,Hawaii,2013-14,Race/Ethnicity ,Hispanic,79.5,127
Seasonal Influenza,States,Idaho,2013-14,Race/Ethnicity ,Hispanic,82.1,168
Seasonal Influenza,States,Illinois,2013-14,Race/Ethnicity ,Hispanic,75.1,4088
Seasonal Influenza,States,Indiana,2013-14,Race/Ethnicity ,Hispanic,73.4,470
Seasonal Influenza,States,Iowa,2013-14,Race/Ethnicity ,Hispanic,83,141
Seasonal Influenza,States,Kansas,2013-14,Race/Ethnicity ,Hispanic,79.1,460
Seasonal Influenza,States,Kentucky,2013-14,Race/Ethnicity ,Hispanic,78.5,65
Seasonal Influenza,States,Louisiana,2013-14,Race/Ethnicity ,Hispanic,73.3,258
Seasonal Influenza,States,Maine,2013-14,Race/Ethnicity ,Hispanic,81.8,22
Seasonal Influenza,States,Maryland,2013-14,Race/Ethnicity ,Hispanic,78.5,497
Seasonal Influenza,States,Massachusetts,2013-14,Race/Ethnicity ,Hispanic,79.6,1910
Seasonal Influenza,States,Michigan,2013-14,Race/Ethnicity ,Hispanic,75,637
Seasonal Influenza,States,Minnesota,2013-14,Race/Ethnicity ,Hispanic,86.8,250
Seasonal Influenza,States,Mississippi,2013-14,Race/Ethnicity ,Hispanic,75,40
Seasonal Influenza,States,Missouri,2013-14,Race/Ethnicity ,Hispanic,81.1,244
Seasonal Influenza,States,Montana,2013-14,Race/Ethnicity ,Hispanic,85.7,42
Seasonal Influenza,States,Nebraska,2013-14,Race/Ethnicity ,Hispanic,81.5,189
Seasonal Influenza,States,Nevada,2013-14,Race/Ethnicity ,Hispanic,52.3,622
Seasonal Influenza,States,New Hampshire,2013-14,Race/Ethnicity ,Hispanic,94.6,37
Seasonal Influenza,States,New Jersey,2013-14,Race/Ethnicity ,Hispanic,77.6,5396
Seasonal Influenza,States,New Mexico,2013-14,Race/Ethnicity ,Hispanic,71.7,3115
Seasonal Influenza,States,New York,2013-14,Race/Ethnicity ,Hispanic,82.3,13386
Seasonal Influenza,States,North Carolina,2013-14,Race/Ethnicity ,Hispanic,65.5,342
Seasonal Influenza,States,North Dakota,2013-14,Race/Ethnicity ,Hispanic,72.7,11
Seasonal Influenza,States,Ohio,2013-14,Race/Ethnicity ,Hispanic,75.7,885
Seasonal Influenza,States,Oklahoma,2013-14,Race/Ethnicity ,Hispanic,81.7,327
Seasonal Influenza,States,Oregon,2013-14,Race/Ethnicity ,Hispanic,79.7,222
Seasonal Influenza,States,Pennsylvania,2013-14,Race/Ethnicity ,Hispanic,80.9,1676
Seasonal Influenza,HHS Regions/National,United States,2013-14,Race/Ethnicity ,Hispanic,71.1,118794
Seasonal Influenza,HHS Regions/National,Region 1,2013-14,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 2,2013-14,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 3,2013-14,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 4,2013-14,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 5,2013-14,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 6,2013-14,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 7,2013-14,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 8,2013-14,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 9,2013-14,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Rhode Island,2013-14,Race/Ethnicity ,Hispanic,84.4,262
Seasonal Influenza,States,South Carolina,2013-14,Race/Ethnicity ,Hispanic,78,100
Seasonal Influenza,States,South Dakota,2013-14,Race/Ethnicity ,Hispanic,100,14
Seasonal Influenza,States,Tennessee,2013-14,Race/Ethnicity ,Hispanic,73.4,139
Seasonal Influenza,States,Texas,2013-14,Race/Ethnicity ,Hispanic,68.7,25158
Seasonal Influenza,HHS Regions/National,Region 10,2013-14,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Utah,2013-14,Race/Ethnicity ,Hispanic,78.4,399
Seasonal Influenza,States,Vermont,2013-14,Race/Ethnicity ,Hispanic,71.4,7
Seasonal Influenza,States,Virginia,2013-14,Race/Ethnicity ,Hispanic,77.1,420
Seasonal Influenza,States,Washington,2013-14,Race/Ethnicity ,Hispanic,78.8,656
Seasonal Influenza,States,West Virginia,2013-14,Race/Ethnicity ,Hispanic,77.3,22
Seasonal Influenza,States,Wisconsin,2013-14,Race/Ethnicity ,Hispanic,87,354
Seasonal Influenza,States,Wyoming,2013-14,Race/Ethnicity ,Hispanic,76.8,112
Seasonal Influenza,States,Alabama,2014-15,Race/Ethnicity ,Hispanic,75.8,66
Seasonal Influenza,States,Alaska,2014-15,Race/Ethnicity ,Hispanic,93.3,15
Seasonal Influenza,States,Arizona,2014-15,Race/Ethnicity ,Hispanic,62.4,3669
Seasonal Influenza,States,Arkansas,2014-15,Race/Ethnicity ,Hispanic,83.2,107
Seasonal Influenza,States,California,2014-15,Race/Ethnicity ,Hispanic,76.4,33547
Seasonal Influenza,States,Colorado,2014-15,Race/Ethnicity ,Hispanic,79.4,2462
Seasonal Influenza,States,Connecticut,2014-15,Race/Ethnicity ,Hispanic,78.9,1830
Seasonal Influenza,States,Delaware,2014-15,Race/Ethnicity ,Hispanic,88.6,105
Seasonal Influenza,States,District of Columbia,2014-15,Race/Ethnicity ,Hispanic,81.7,60
Seasonal Influenza,States,Florida,2014-15,Race/Ethnicity ,Hispanic,41.2,15526
Seasonal Influenza,States,Georgia,2014-15,Race/Ethnicity ,Hispanic,71.1,342
Seasonal Influenza,States,Hawaii,2014-15,Race/Ethnicity ,Hispanic,77.6,125
Seasonal Influenza,States,Idaho,2014-15,Race/Ethnicity ,Hispanic,82.5,143
Seasonal Influenza,States,Illinois,2014-15,Race/Ethnicity ,Hispanic,71.1,4370
Seasonal Influenza,States,Indiana,2014-15,Race/Ethnicity ,Hispanic,75.4,475
Seasonal Influenza,States,Iowa,2014-15,Race/Ethnicity ,Hispanic,81.3,144
Seasonal Influenza,States,Kansas,2014-15,Race/Ethnicity ,Hispanic,79.4,471
Seasonal Influenza,States,Kentucky,2014-15,Race/Ethnicity ,Hispanic,79.5,78
Seasonal Influenza,States,Louisiana,2014-15,Race/Ethnicity ,Hispanic,73.9,264
Seasonal Influenza,States,Maine,2014-15,Race/Ethnicity ,Hispanic,82.4,17
Seasonal Influenza,States,Maryland,2014-15,Race/Ethnicity ,Hispanic,73.8,550
Seasonal Influenza,States,Massachusetts,2014-15,Race/Ethnicity ,Hispanic,80.8,1964
Seasonal Influenza,States,Michigan,2014-15,Race/Ethnicity ,Hispanic,72.1,673
Seasonal Influenza,States,Minnesota,2014-15,Race/Ethnicity ,Hispanic,81.8,253
Seasonal Influenza,States,Mississippi,2014-15,Race/Ethnicity ,Hispanic,68,50
Seasonal Influenza,States,Missouri,2014-15,Race/Ethnicity ,Hispanic,80.9,272
Seasonal Influenza,States,Montana,2014-15,Race/Ethnicity ,Hispanic,81.1,53
Seasonal Influenza,States,Nebraska,2014-15,Race/Ethnicity ,Hispanic,84.1,207
Seasonal Influenza,States,Nevada,2014-15,Race/Ethnicity ,Hispanic,50.6,616
Seasonal Influenza,States,New Hampshire,2014-15,Race/Ethnicity ,Hispanic,86.1,36
Seasonal Influenza,States,New Jersey,2014-15,Race/Ethnicity ,Hispanic,77.8,5686
Seasonal Influenza,States,New Mexico,2014-15,Race/Ethnicity ,Hispanic,72.8,2901
Seasonal Influenza,States,New York,2014-15,Race/Ethnicity ,Hispanic,80.7,13686
Seasonal Influenza,States,North Carolina,2014-15,Race/Ethnicity ,Hispanic,63.8,362
Seasonal Influenza,States,North Dakota,2014-15,Race/Ethnicity ,Hispanic,72.7,11
Seasonal Influenza,States,Ohio,2014-15,Race/Ethnicity ,Hispanic,76.9,899
Seasonal Influenza,States,Oklahoma,2014-15,Race/Ethnicity ,Hispanic,86.9,320
Seasonal Influenza,States,Oregon,2014-15,Race/Ethnicity ,Hispanic,76.2,277
Seasonal Influenza,States,Pennsylvania,2014-15,Race/Ethnicity ,Hispanic,80.1,1756
Seasonal Influenza,HHS Regions/National,United States,2014-15,Race/Ethnicity ,Hispanic,70.3,123083
Seasonal Influenza,HHS Regions/National,Region 1,2014-15,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 2,2014-15,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 3,2014-15,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 4,2014-15,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 5,2014-15,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 6,2014-15,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 7,2014-15,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 8,2014-15,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 9,2014-15,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Rhode Island,2014-15,Race/Ethnicity ,Hispanic,83.9,274
Seasonal Influenza,States,South Carolina,2014-15,Race/Ethnicity ,Hispanic,73.3,120
Seasonal Influenza,States,South Dakota,2014-15,Race/Ethnicity ,Hispanic,89.5,19
Seasonal Influenza,States,Tennessee,2014-15,Race/Ethnicity ,Hispanic,66.7,150
Seasonal Influenza,States,Texas,2014-15,Race/Ethnicity ,Hispanic,68.7,26078
Seasonal Influenza,HHS Regions/National,Region 10,2014-15,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Utah,2014-15,Race/Ethnicity ,Hispanic,77.4,429
Seasonal Influenza,States,Vermont,2014-15,Race/Ethnicity ,Hispanic,90,10
Seasonal Influenza,States,Virginia,2014-15,Race/Ethnicity ,Hispanic,74.1,460
Seasonal Influenza,States,Washington,2014-15,Race/Ethnicity ,Hispanic,80.7,627
Seasonal Influenza,States,West Virginia,2014-15,Race/Ethnicity ,Hispanic,91.3,23
Seasonal Influenza,States,Wisconsin,2014-15,Race/Ethnicity ,Hispanic,82.5,411
Seasonal Influenza,States,Wyoming,2014-15,Race/Ethnicity ,Hispanic,84,94
Seasonal Influenza,States,Alabama,2015-16,Race/Ethnicity ,Hispanic,68.5,73
Seasonal Influenza,States,Alaska,2015-16,Race/Ethnicity ,Hispanic,50,12
Seasonal Influenza,States,Arizona,2015-16,Race/Ethnicity ,Hispanic,62.3,3736
Seasonal Influenza,States,Arkansas,2015-16,Race/Ethnicity ,Hispanic,87.7,114
Seasonal Influenza,States,California,2015-16,Race/Ethnicity ,Hispanic,76.5,34291
Seasonal Influenza,States,Colorado,2015-16,Race/Ethnicity ,Hispanic,78.8,2541
Seasonal Influenza,States,Connecticut,2015-16,Race/Ethnicity ,Hispanic,79.7,1903
Seasonal Influenza,States,Delaware,2015-16,Race/Ethnicity ,Hispanic,84.3,115
Seasonal Influenza,States,District of Columbia,2015-16,Race/Ethnicity ,Hispanic,70,80
Seasonal Influenza,States,Florida,2015-16,Race/Ethnicity ,Hispanic,40.4,15664
Seasonal Influenza,States,Georgia,2015-16,Race/Ethnicity ,Hispanic,71.9,367
Seasonal Influenza,States,Hawaii,2015-16,Race/Ethnicity ,Hispanic,78,127
Seasonal Influenza,States,Idaho,2015-16,Race/Ethnicity ,Hispanic,80.1,181
Seasonal Influenza,States,Illinois,2015-16,Race/Ethnicity ,Hispanic,70.3,4441
Seasonal Influenza,States,Indiana,2015-16,Race/Ethnicity ,Hispanic,72.7,479
Seasonal Influenza,States,Iowa,2015-16,Race/Ethnicity ,Hispanic,78.6,154
Seasonal Influenza,States,Kansas,2015-16,Race/Ethnicity ,Hispanic,78.6,454
Seasonal Influenza,States,Kentucky,2015-16,Race/Ethnicity ,Hispanic,77.2,79
Seasonal Influenza,States,Louisiana,2015-16,Race/Ethnicity ,Hispanic,77.8,261
Seasonal Influenza,States,Maine,2015-16,Race/Ethnicity ,Hispanic,81.8,22
Seasonal Influenza,States,Maryland,2015-16,Race/Ethnicity ,Hispanic,70.7,631
Seasonal Influenza,States,Massachusetts,2015-16,Race/Ethnicity ,Hispanic,78.6,2017
Seasonal Influenza,States,Michigan,2015-16,Race/Ethnicity ,Hispanic,75.2,666
Seasonal Influenza,States,Minnesota,2015-16,Race/Ethnicity ,Hispanic,84.1,232
Seasonal Influenza,States,Mississippi,2015-16,Race/Ethnicity ,Hispanic,82.7,52
Seasonal Influenza,States,Missouri,2015-16,Race/Ethnicity ,Hispanic,78.7,272
Seasonal Influenza,States,Montana,2015-16,Race/Ethnicity ,Hispanic,75.5,53
Seasonal Influenza,States,Nebraska,2015-16,Race/Ethnicity ,Hispanic,84.4,231
Seasonal Influenza,States,Nevada,2015-16,Race/Ethnicity ,Hispanic,51.7,615
Seasonal Influenza,States,New Hampshire,2015-16,Race/Ethnicity ,Hispanic,83,47
Seasonal Influenza,States,New Jersey,2015-16,Race/Ethnicity ,Hispanic,77.2,5849
Seasonal Influenza,States,New Mexico,2015-16,Race/Ethnicity ,Hispanic,73.8,3026
Seasonal Influenza,States,New York,2015-16,Race/Ethnicity ,Hispanic,78.9,13852
Seasonal Influenza,States,North Carolina,2015-16,Race/Ethnicity ,Hispanic,61.8,393
Seasonal Influenza,States,North Dakota,2015-16,Race/Ethnicity ,Hispanic,68.4,19
Seasonal Influenza,States,Ohio,2015-16,Race/Ethnicity ,Hispanic,75.1,931
Seasonal Influenza,States,Oklahoma,2015-16,Race/Ethnicity ,Hispanic,85.3,293
Seasonal Influenza,States,Oregon,2015-16,Race/Ethnicity ,Hispanic,78.1,292
Seasonal Influenza,States,Pennsylvania,2015-16,Race/Ethnicity ,Hispanic,76.7,1818
Seasonal Influenza,HHS Regions/National,United States,2015-16,Race/Ethnicity ,Hispanic,70.2,125164
Seasonal Influenza,HHS Regions/National,Region 1,2015-16,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 2,2015-16,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 3,2015-16,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 4,2015-16,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 5,2015-16,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 6,2015-16,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 7,2015-16,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 8,2015-16,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,HHS Regions/National,Region 9,2015-16,Race/Ethnicity ,Hispanic,NA,
Seasonal Influenza,States,Rhode Island,2015-16,Race/Ethnicity ,Hispanic,83.6,305
